item	corpus_ID	idx	final_label	individual_labels	target	prev	next
alza|NOUN|f	5	9	1	1,1,1,1,1	Los peritos analizan la existencia de " variaciones al alza experimentadas entre las previsiones de inversión , los presupuestos adjudicados y los precios satisfechos " .	Al final , el desembolso por este contrato de material fue de 36.000 millones , 3.000 más de lo previsto .	En las obras de señalización y electrificación , adjudicadas también al Consorcio Hispano-Alemán liderado por Siemens , la suma de lo contratado por Renfe y los contratos celebrados por el Ministerio de Transportes supera en 3.000 millones a la oferta total seleccionada por Renfe " .
alza|NOUN|f	5	19	1	1,1,1,1,1	Y describe cuatro : enmascarando los pendientes de pago dentro de otras facturas ; realizando cambios de facturas al alza o a la baja en la base imponible ; con facturas de otras empresas de la trama ; o incluyendo en la contabilidad facturas con la intención de reducir el saldo de pérdidas y ganancias y así optar a la devolución del IVA .	La brigada de blanqueo de capitales añade que las formas utilizadas para permitir incorporar a la caja esos fondos de la deuda B , de manera que posteriormente pudieran ser utilizados , son “ variadas ” .	La policía describe al juez Ruz que Orange Market cambiaba el concepto de sus facturas “ a conveniencia , parece que para no mostrar el origen real de los fondos ” .
alza|NOUN|f	5	9	1	1,1,1,1,1	La dirección nacional del PP ve un valor en alza en este afiliado al partido desde 1982 , aunque no fue hasta 2005 cuando dio el salto a la primera línea de la política autonómica al convertirse en alcalde de Castellón de la Plana .	Este arquitecto técnico de 47 años , casado y con dos hijos , siempre ha sonado entre los favoritos en las quinielas para suceder a Camps desde que se le imputó un delito de cohecho pasivo impropio por recibir supuestamente regalos de la trama Gürtel , precisamente porque no tiene ningún tipo de relación con este asunto .	Posteriormente accedería a la dirección del partido como coordinador general coincidiendo precisamente con la remodelación que Camps se vio obligado a hacer tras la salida de Ricardo Costa .
alza|NOUN|f	7	11	1	1,1,1,1,1	La migración desde Marruecos se ha convertido en un negocio al alza , según denuncian desde migrantes atrapados en Nador , de todas nacionalidades , hasta la Asociación Marroquí de Derechos Humanos ( AMDH ) con sede en la ciudad fronteriza a Melilla .	Se decidió por la segunda opción y acabó quedándose en tierra cuando la patera zarpó sin él .	La presión de las autoridades marroquíes , financiadas por la UE , está aumentando el margen de beneficio de las mafias .
alza|NOUN|f	7	10	1	1,1,1,1,1	El repunte de llegadas de pateras a Canarias continúa al alza y ya se cuentan casi 19.000 desembarcados , alrededor de la mitad de ellos en el último mes .	Muchas veces el pánico hace que se produzcan estos incidentes graves ” , ha señalado el gerente del Consorcio de Emergencia de Lanzarote .	La Organización Internacional para las Migraciones ha contado ya más de 500 muertos en esta ruta .
alza|NOUN|f	7	26	1	1,1,1,1,1	Aún no hay cifras oficiales del número de llegadas de norteafricanos a Grecia desde el inicio de la crisis migratoria , pero es un fenómeno al alza .	O a la devolución forzosa , como dio a entender recientemente el ministro griego de Inmigración , Yanis Muzalas , cuando , al constatar “ este fenómeno novedoso , masivo ” , subrayó que todos los magrebíes , sin excepción , deberán abandonar el país .	El ministro argelino de Asuntos Magrebíes , Abdelkader Messahel , emitió un comunicado el pasado 15 de enero en el que aseguraba que desde hace varias semanas se registra “ un flujo masivo e inhabitual ” de marroquíes procedentes de Casablanca que intentan acceder a Libia a través de Argelia .
alza|NOUN|f	7	17	1	1,1,1,1,1	Por tercer mes consecutivo , las aprehensiones se mantuvieron por encima de las 50.000 y siguen al alza .	La policía fronteriza detuvo en mayo a 51.912 personas procedentes de México , más del doble de los 19.940 arrestos de mayo de 2017 .	La cifra de mayo , sin embargo , se mantiene por debajo de los 55.442 arrestos en ese mismo mes de 2016 y los 68.804 de 2014 , bajo el Gobierno del demócrata Barack Obama .
alza|NOUN|f	6	18	1	1,1,1,1,1	Cada vez generamos más patologías porque vivimos más , con lo que la demanda de profesionales continuará al alza .	Al déficit endémico que tiene España de médicos y enfermeros , porque no se titulan los suficientes como para atender los hospitales nuevos y porque , según Adecco , el 25 % de los médicos colegiados en nuestro país tiene más de 50 años , con lo que su jubilación está cerca , hay que sumar las necesidades que se derivan de la Ley de Dependencia .	Ni que decir tiene el potencial que está adquiriendo la biología aplicada a la salud .
alza|NOUN|f	6	22	1	1,1,1,1,1	El encarecimiento de los alimentos está ejerciendo presión sobre la inflación , puesto que los salarios no siguen la misma tendencia al alza .	El maíz se incrementó en un 23 % y alcanzó su máximo histórico en la Bolsa de Chicago , después de que se recortaran las previsiones de producción para este año en EE UU .	Esta situación pone a prueba sobre todo a los consumidores de los países más pobres , que pueden llegar a gastar un 75 % de sus ingresos en bienes de primera necesidad .
alza|NOUN|f	6	1	1	1,1,1,1,1	El alza del 1 % de los cereales frente al mes anterior se debe sobre todo a la reducción de reservas de maíz y de trigo , pese a que la escalada hacia arriba del precio de este último se haya moderado tras el anuncio de Rusia de no limitar sus exportaciones .	Los cereales , los lácteos y la carne son los productos que experimentan el mayor repunte en septiembre , mientras que la cotización de azúcar y aceites bajó levemente .	La carne también se encareció en un 2,1 % y los productos lácteos un 7 % , el mayor incremento mensual desde enero del año pasado .
alza|NOUN|f	6	23	1	1,1,1,1,1	El Gobierno regional aprobó el 5 de diciembre un gasto adicional de 299,9 millones sobre esos 700 millones procedentes de la revisión al alza del tope de déficit .	Esas casi cuatro décimas de desahogo — equivalentes a casi 700 millones de euros — le facilitaron a la Comunidad cubrir los gastos de las partidas más apuradas , sobre todo Sanidad y Educación , en el tramo final del curso .	El interventor general autonómico , Antonio Luis Carrasco , dio su visto favorable a la financiación , que calificó como “ correcta ” .
alza|NOUN|f	6	39	1	1,1,1,1,1	La Confederación Hidrográfica del Miño-Sil , que en su momento abrió el expediente sancionador contra el ayuntamiento , ha trasladado esta propuesta de multa al Ministerio de Medio Ambiente y Medio Rural y Marino , que podrá enmendarla al alza y hacerla llegar a los 600.000 euros , según sostienen fuentes del ministerio .	El Ayuntamiento de San Cibrao de Viñas deberá hacer frente a una multa de al menos 450.000 euros por el vertido que acabó con la vida en el río Barbaña , a su paso por Ourense , el pasado 24 de junio .	Después deberá ser aprobada por el Consejo de Ministros .
alza|NOUN|f	6	21	1	1,1,1,1,1	Después de un tiempo en el que se produjo cierto estancamiento , en los últimos años esta modalidad ha ido al alza con incrementos anuales de ingresos y abonados .	Un 15,1 % de la población vasca tiene contratado un seguro médico privado .	Un total de 319.788 ciudadanos tenía un seguro privado en el año 2005 , lo que supone un 2,8 % más que el año anterior , según datos facilitados por el Instituto Vasco de Estadística-Eustat .
alza|NOUN|f	6	24	1	1,1,1,1,1	El aumento de la producción de biocombustibles tira de la demanda de cereales , semillas oleaginosas y azúcar , y empuja los precios al alza , señala .	La demanda agrícola para la elaboración de biocarburantes ha sido decisiva en esta crisis alimentaria ; supone un tercio de la subida de los precios de los productos alimenticios en el próximo decenio , según el informe de la OCDE y la FAO .	Los supuestos beneficios de estos carburantes de origen agrícola en la lucha contra el calentamiento global no son tan importantes como se tiende a creer , añaden los autores del informe .
amortización|NOUN|f	13	32	1	1,1,1,1,1	Como avanzamos en el hecho relevante de febrero de este año , el beneficio del 2015 recogería los sobrecostes de la mejoradora de Alberta Canadá quedando el beneficio antes de impuestos y amortización en 105 millones de euros .	Y antes de centrarme en los proyectos entregados en el 2015 , que si son luces , claras e importantes , creo necesario y sano repasar los problemas sufridos en el proyecto canadiense con nuestro cliente CNRL .	La ejecución de este proyecto se ha visto seriamente afectada por la drástica reducción de los precios del petróleo .
amortización|NOUN|f	1	33	1	1,1,1,1,1	Entre 2015 y 2016 , la empresa dio un fuerte impulso a la recompra de acciones , dentro de la política de retribución a los accionistas , en la que se incluyó la amortización de un 1,5 % del capital en cada uno de esos ejercicios .	Es el menor volumen de autocartera registrado por Telefónica desde principios de 2014 .	A final de 2016 , la operadora tenía en autocartera 141,22 millones de acciones propias , representativas del 2,80 % del capital .
amortización|NOUN|f	1	4	1	1,1,1,1,1	Cuando se produzca su amortización , el titular recibirá el 100 % del valor del citado ‘ bono de fidelización ’ .	Serán obligaciones perpetuas emitidas por Santander y que se podrán amortizar a partir de los siete años a voluntad del banco .	A cambio , los titulares del bono deben renunciar a demandar a la entidad por las pérdidas sufridas .
amortización|NOUN|f	1	5	1	1,1,1,1,1	Por razones de plazos de amortización contable ( Endesa lo hace a 50 años mientras Iberdrola y Naturgy a 40 ) la primera deberá aumentar sus dotaciones en unos 60 millones anuales y las otras dos se beneficiarán de menores provisiones al ajustar dichas amortizaciones al nuevo calendario .	Los 46 años responde a la vida efectiva de las instalaciones pues a los 40 años de vida de diseño ( a partir de la cual se exigirían inversiones adicionales ) se le ha añadido el tiempo de las paradas programadas e involuntarias que han registrado las centrales en todos estos años .	Sin embargo , esta no parece ser la razón última de la disputa .
amortización|NOUN|f	1	36	1	2,1,1,1,1	Endesa contesta que ha contado con un informe externo y con estudios técnicos internos que permiten concluir que con el mantenimiento adecuado se alcanza esa vida útil , que supuso un ahorro de 21 millones en amortizaciones en 2017 .	El supervisor pregunta por la extensión a 30 años de la vida útil de las centrales fotovoltaicas y eólicas .	En cuanto a las centrales hidroeléctricas , Endesa se ha ahorrado 42 millones en amortizaciones al extender de 65 a 100 años la vida útil de la obra civil y de 35 a 50 años la del equipo electromecánico .
amortización|NOUN|f	1	12	1	1,1,1,1,1	Las diversas posiciones entre las empresas están relacionadas con los plazos de amortización de los activos nucleares : mientras Iberdrola y Naturgy los amortizan contablemnte a 40 años , Endesa lo hace a 50 .	La eléctrica filial de Enel , que ha negociado infuctuosamente con Iberdrola un intercambio de activos , también aboga por un calendario reglado y tutelado por el Gobierno .	Es más , en el caso su matriz , Enel , el plazo es de 60 años .
amortización|NOUN|f	1	26	1	1,1,1,1,1	La compañía pedirá aprobación a su Junta , además , para llevar a cabo una reducción de su autocartera de un 4,087 % , mediante la amortización de 12.210.709 acciones propias .	Esta operación , anunciada el viernes , está valorada en 2.775 millones .	La empresa saca al mercado así prácticamente la totalidad de los títulos propios .
amortización|NOUN|f	1	39	1	1,1,1,1,1	La operación , decidida por el Banco Central Europeo ( BCE ) a través de la Junta Unica de Resolución y ejecutada por el FROB , implicó la reducción a cero del capital social del banco , y la amortización o extinción de todas las acciones del banco admitidas a negociación en Bolsa .	Hasta la fecha se han presentado una treintena de querellas por la liquidación del banco , intervenido por las autoridades europeas el pasado 7 junio ante la falta de liquidez sufrida por la fuga de depositantes e inmediatamente vendido al Santander al precio simbólico de un euro .	Es decir , supuso la pérdida del dinero para los cerca de 300.000 accionistas y para los bonistas de la entidad .
amortización|NOUN|f	1	29	1	1,1,1,1,1	En el informe remitido al registro mercantil , la empresa señala que obtuvo unos resultados de explotación corregidos por el deterioro y resultado por enajenaciones del inmovilizado y la amortización del inmovilizado ( ebitda ) positivo de 3,04 millones de euros .	Entre otros programas , El Terrat produce Late Motiv , del propio Buenafuente , o La Resistencia , con David Broncano , que se emiten en el canal #0 , de Movistar+ .	A su vez , el resultado de explotación pasó de 1,59 a 2,78 millones .
amortización|NOUN|f	1	33	1	1,1,1,1,1	La empresa revela que su pasivo con entidades de crédito ha disminuido de forma considerable , al pasar de 284 millones a cierre de 2017 a los 198 millones , lo que implica amortizaciones por cerca de 90 millones de euros .	A cierre del ejercicio , el saldo de este crédito sindicado sumaba 84,1 millones .	En su estructura de pasivo , Aernnova cuenta también con otro crédito sindicado concedido en mayo de 2016 por una multitud de entidades financieras .
amortización|NOUN|f	1	10	1	1,1,1,1,1	Y , segunda , que es crucial : la eventual amortización anticipada de parte de esos créditos con cargo a la venta de Clarel , Max Descuento y a la ampliación de capital .	Primera , que se amplíen todos los vencimientos de deuda bancaria a marzo de 2023 , una cuestión lograda ya por el consejo de administración a cambio de realizar una ampliación de 600 millones .	El consejo había pactado que destinaría los 100 millones de las desinversiones y 147 millones adicionales procedentes de la inyección de fondos propios .
amortización|NOUN|f	1	28	1	1,1,1,1,1	Meredith vende así la revista con un beneficio sustancial , a un precio 15 veces superior a los beneficios estimados antes de intereses , tasas , depreciación y amortización .	Fortune , que tiene 88 años de antigüedad y cuyo primer número se publicó poco después de la gran caída bursátil de 1929 , sigue teniendo peso entre la elite del mundo de los negocios , que queda patente especialmente con la atención que recibe los ránkings que publica o sus perfiles de directores ejecutivos .	Según el Wall Street Journal , Alan Murray seguirá siendo el presidente de Fortune , y ahora además el principal ejecutivo , y señaló en una entrevista con este medio que está invirtiendo en la publicación porque " le encanta la marca " .
amortización|NOUN|f	1	37	1	1,1,1,1,1	Otras compañías como Iberdrola y Santander también están a la espera de una resolución definitiva por parte del Tribunal de Justicia de la UE sobre las tres decisiones de la Comisión relativas a la deducción fiscal por amortización de fondos de comercio .	A la espera de una decisión definitiva de los tribunales , lo que hace la compañía con el fondo de comercio es seguir aplicando la deducción , pero provisionarla por si la tuviera que devolver .	La peor noticia desde el punto de vista fiscal para Telefónica este año no ha llegado de España , sino de Perú .
amortización|NOUN|f	1	3	1	1,1,1,1,1	Las depreciaciones y amortizaciones superaron los 1.869 millones de euros hasta diciembre frente a los 2.118 millones del año anterior como consecuencia de la aceleración de la amortización de activos de software , las medidas de integración de las actividades de tecnologías de la información así como la expiración de varias concesiones de espectro .	En términos netos , Telefónica Deutschland registró unas pérdidas de 381 millones de euros en el conjunto del año , como consecuencia de las fuertes amortizaciones .	La compañía celebra este viernes en Londres su día del inversor .
amortización|NOUN|f	1	36	1	1,1,1,1,1	Tras recordar que los activos nucleares de Iberdrola tienen un valor neto contable de 3.200 millones ( que amortiza en 40 años ) y los hidroeléctricos de 4.800 millones de euros ( con un periodo de amortización de 50 años ) , Galán advirtió de que la limitación de ingresos a estas tecnologías “ colisionarían con la normativa europea de mercado interior de la energía ” .	Según sus datos , en 2017 , el primero perdió 101 millones de euros y el segundo , 18 millones ” , en ambos casos , “ por la alta carga impositiva que soportan ” , hasta 1.500 millones el años pasado .	Concretamente , en su opinión , porque no están amortizados ; va en contra de las políticas de lucha contra el cambio climático ; mantiene artificialmente la competitividad de los combustibles fósiles ; tiene fines racaudatorios , y supone un coste adicional para los contratos bilaterales .
amortización|NOUN|f	1	42	1	1,1,1,1,1	De esta forma , el gigante tecnológico sale de las pérdidas registradas el ejercicio anterior de 189 millones de dólares ( 161 millones de euros ) que se debió principalmente a un cargo extraordinario de 341 millones de dólares derivado de la amortización de activos por impuestos diferidos a raíz de la promulgación de la reforma tributaria estadounidense .	El fabricante chino de ordenadores y equipamiento tecnológico Lenovo obtuvo un beneficio neto de 597 millones de dólares ( unos 535 millones de euros al cambio ) en su año fiscal , finalizado el pasado 31 de marzo .	En el último año , los resultados de Lenovo se vieron impulsados por el aumento de las ventas core del grupo ( ordenadores y dispositivos móviles ) , y registró una facturación que superó , por primera vez , los 50.000 millones de dólares ( unos 45.750 millones de euros ) , un 12,5 % más , lo que le ha permitido batir su propio récord .
amortización|NOUN|f	1	29	1	1,no,1,1,1	La compañía ha trasladado a los sindicatos que la reducción de plantilla se hará de la forma " menos traumática posible " , mediante prejubilaciones , bajas incentivadas y amortización de puestos de trabajo .	Acerinox ha planteado al comité de empresa un ajuste de 300 personas en su planta de Palmones en Los Barrios ( Cádiz ) , según un comunicado del comité de empresa al que tuvo acceso Europa Press .	El comité de empresa ha pedido a la compañía que argumente esta reducción y que explique los criterios con los que piensa aplicarla y las condiciones de salida de los trabajadores afectados .
amortización|NOUN|f	1	11	1	1,1,1,1,1	Todo ello una vez el lunes expiró el periodo para la amortización del préstamo .	Expertos consultados calculan que los jueces de este país europeo se demorarán como mucho entre nueve meses y un año .	HIG considera que , según el derecho Luxemburgués , la actuación de Praedium es constitutiva de los delitos de malversación de activos empresariales y un alzamiento de bienes pignorados .
amortización|NOUN|f	1	6	1	1,1,1,1,1	En aquella sí se planteaba una amortización de 100 millones de euros procedentes de la venta de Clarel y Max Descuento , la cual no se contempla en la propuesta de 500 millones de Letterone .	En el entorno de Letterone no se comprende la posición de fuerza que ha tomado la entidad financiera , y subrayan que no exigió ninguna quita a los bonistas en la ampliación de 600 millones propuesta por el consejo de Dia y asegurada por Morgan Stanley .	Las próximas horas serán decisivas para el futuro de Dia .
amortización|NOUN|f	1	29	1	1,1,1,1,1	Iberdrola , que ha abordado ya la revalorización contable de sus activos nucleares en un 40 % , algo que le ha facilitado importantes beneficios fiscales , mantiene la amortización de estos en 40 años , algo similar a lo que ha ocurrido con Naturgy .	Ambas posturas tienen que ver con la también distinta rentabilidad que proporciona la planta .	Endesa , sin embargo , no ha realizado todavía esa actualización contable y mantiene la amortización en 50 años .
amortización|NOUN|f	1	4	1	1,1,1,1,1	Los bancos requirieron una amortización de deuda de al menos 100 millones a través de la venta tanto de Clarel como de Max Descuento .	Durante los meses de negociación con los bancos para refinanciar la deuda y tener acceso a nuevas liíneas de liquidez , la venta de la cadena fue condición imprescindible .	Este fue uno de los puntos que tensaron la negociación con Letterone , dueño del grupo , que quería destinar ese dinero a la recapitalización del mismo .
amortización|NOUN|f	1	8	1	1,1,1,1,1	El ebitda ( beneficios antes de impuestos y amortizaciones ) de Vivendi en el primer semestre de 2018 se elevó a 542 millones , un 54 % más que en el mismo período del año anterior .	La compañía logró en el primer semestre de 2018 un resultado neto ajustado de 393 millones , un 22,8 % más que en el mismo período del año anterior , “ gracias a las sólidas prestaciones de Universal Music Group y del Grupo Canal+ ” , indicó la empresa .	En los resultados pesó el efecto de los 102 millones correspondientes a la integración por la compra de la compañía de comunicación Havas .
amortización|NOUN|f	1	16	1	1,1,1,1,1	El pasado 24 de julio el consejo acordó llevar a la próxima junta de accionistas la amortización de precisamente el 5 % del capital .	El destino de estas acciones no será engrosar la autocartera de la compañía , actualmente en el 1,12 % , según los registros de la CNMV .	Según informó entonces la compañía las acciones a amortizar procederán de la autocartera de la compañía , así como de los programas de recompra de acciones que se pongan en marcha .
amortización|NOUN|f	1	17	1	1,1,1,1,1	Además de la mayor generación de caja , a la consecución de ese objetivo han contribuido la amortización anticipada de una deuda de 100 millones de euros en noviembre y la venta de un hotel en Ámsterdam por 155,5 millones .	Un resultado incluso mejor de lo previsto en la última conferencia con inversores ( entre 3 y 3,25 veces ) .	En noviembre de este año vence otro bono convertible de 250 millones de euros .
amortización|NOUN|f	1	19	1	1,1,1,1,1	En la que se celebrará el próximo mes de abril , se propondrá una reducción de capital mediante la amortización de un máximo de 198.374.000 acciones equivalentes al 3,08 % del capital .	La recompra fue autorizada en la junta de 2014 .	El consejo de Iberdrola acordó también el nombramiento como consejero independiente de Anthony L. Gardner , antiguo embajador de los EE UU ante la Unión Europea y empresario .
amortización|NOUN|f	1	13	1	1,1,1,1,1	Con la recompra de acciones , además de tener como objetivo posibles futuras amortizaciones , la eléctrica habría contribuido a cuidar el precio de sus títulos .	La firma insiste en su compromiso de que el scrip no diluya al accionista .	Iberdrola es de las pocas empresas del Ibex 35 que cerró el ejercicio de 2018 con subidas .
amortización|NOUN|f	1	2	1	1,1,1,1,1	Olvídese la amortización de 2.400 millones de euros en el valor de los créditos fiscales estadounidenses que arrastró a UBS a pérdidas en el cuarto trimestre .	Una primera recompra de acciones después de la crisis es una forma de indicar la vuelta a la lucrativa banalidad del pasado .	En el centro del resurgimiento del banco está su invariable capacidad para atraer el dinero de las personas ricas .
amortización|NOUN|f	1	18	1	1,1,1,1,1	Sin embargo , la crisis de las divisas provocará una baja del beneficio operativo antes de depreciaciones y amortizaciones ( oibda ) del grupo del 6,5 % en 2018 y del 0,6 % en 2019 .	Con respecto a España , estos analistas creen que los beneficios serán planos o aumentarán ligeramente .	Para 2020 , estiman un crecimiento del oibda del 3 % en 2020 con una estabilización posterior .
amortización|NOUN|f	1	21	1	1,1,1,1,1	Así , según el texto de la enmienda , “ los superávit de ingresos del sistema eléctrico podrán destinarse a la amortización de deuda del sistema , o alternativamente , se podrán integrar como ingreso periodificado en varios años en el sistema eléctrico con efectos equivalentes a los de amortización de la deuda referida ” .	En este caso , se trata de una medida estructural , con carácter indefinido .	Aunque la decisión podría hacer suponer que se podría registrar un posible desfase en este ejercicio , nadie en el sector contempla tal posibilidad .
amortización|NOUN|f	1	41	1	1,1,1,1,1	En el primer semestre , los gastos de explotación crecieron un 42,1 % , hasta 75,3 millones de euros , debido a mayores gastos de personal por la expansión del grupo , a una mayor retribución variable , el aumento de amortizaciones según la nueva normativa contable NIIF 16 , y a gastos por deterioro .	De esa cifra , la división de asesoramiento financiero registró ingresos un 29,6 % superiores a los del primer semestre de 2018 , al tiempo que el negocio de gestión de activos recortó su facturación un 8,3 % por menores comisiones .	Por otra parte , Alantra ha informado al supervisor de que su consejo de administración ha nombrado a María Garaña , directora general de Servicios Profesionales de Google para Europa , Oriente Medio y Africa , como presidenta de la Comisión de Auditoría y Control de Riesgos de la sociedad , en sustitución de Javier Carretero Manzano .
amortización|NOUN|f	1	9	1	1,1,1,1,1	Esto se deriva del cambio en el periodo de amortización de los activos nucleares , que la eléctrica fijó calculándo una vida de 50 años .	El acuerdo tendrá un impacto negativo en la D&A ( depreciaciones y amortizaciones ) de Endesa de hasta 60 millones de euros anuales hasta la fecha de caducidad de las plantas , según aseguró su consejero delegado en la conferencia de analistas de presentación de los resultados de 2018 .	Teniendo en cuenta que , según el pacto firmado ayer y al que se ha comprometido Endesa , las centrales españolas cerrarán con una media de 46 años , la eléctrica debe ajustar su amortización a este plazo rebajándolo en cuatro años .
amortización|NOUN|f	1	41	1	1,1,1,1,1	En la presentación de resultados del pasado ejercicio , Aena , el grupo presidido por José Manuel Vargas , reconocía una deuda financiera neta de 8.228 millones y una ratio respecto a Ebitda ( beneficios antes de intereses , impuestos y amortizaciones ) de 3,6 veces frente a las 4,5 de 2015 .	El operador aeroportuario empezó a amortizar deuda en 2011 , en el que el pasivo escaló a 12.508 millones , y ha encadenado cuatro ejercicios consecutivos de ajuste .	Durante el pasado ejercicio amortizó deuda por 1.172 millones , no emitió nueva y el calendario de vencimientos de pasivo para los próximos ejercicios es menos exigente , con pagos anuales que no superan los 800 millones hasta 2021 .
amortización|NOUN|f	1	5	1	1,1,1,1,2	También incluye el calendario de amortización del material rodante y previsiones de remodelación de estaciones .	Incluso sirven de herramienta si Renfe debe endeudarse para renovar su flota .	Los anteriores equipos de Fomento y Renfe , en la etapa de Íñigo de la Serna como ministro , dejaron atada la actualización de la declaración de OSP el 15 de diciembre de 2017 .
amortización|NOUN|f	1	26	1	1,1,1,1,1	Endesa , que es el único de los tres socios de Almaraz que no ha actualizado el valor contable de sus activos nucleares y mantiene su amortización a los 50 años , sigue ganando dinero con estas instalaciones , por lo que no necesitaría un precio regulado .	De ahí la necesidad que tienen algunos de los socios de sentarse a la mesa con el Gobierno , añaden las mismas fuentes .	Precisamente , su consejero delegado , José Bogas , defendió ayer que en España las nucleares “ siguen siendo necesarias , hoy por hoy ” , ya que “ no hay ninguna alternativa real , al menos , hasta 2030 ” .
amortización|NOUN|f	5	13	1	1,1,1,1,1	El mismo año 2009 CGS se dedujo 71.042 euros “ en concepto de amortización de gastos de investigación y desarrollo ” .	Pero no fue la única desgravación impropia detectada por Hacienda .	Al escudriñar la deducción , Hacienda descubrió que provenía del 20 % de una factura pagada supuestamente a otra empresa , Comunicación , Servicios y Sistemas , en la que constaba “ la siguiente descripción : Investigación nuevas tecnologías orientadas a la nueva situación económica con objetivo de abaratamiento de costes y mejoras productivas ” .
amortización|NOUN|f	5	24	1	1,1,1,1,1	Por una parte , alegó que sacaba muchas cantidades de sus cuentas ante la necesidad de tener efectivo para " hacer frente a las amortizaciones de préstamos o saldos negativos " .	Según el informe , Fabra ha esgrimido dos argumentaciones .	Es decir , que sacaba dinero en el banco y lo tenía en casa hasta que se acercaba un vencimiento o tenía un saldo negativo y , entonces , lo ingresaba .
amortización|NOUN|f	5	27	1	1,1,1,1,1	El equipo de control entiende que el Imefe no ha justificado la amortización como un gasto relacionado con aquéllas , ya que se limitó a imputar la amortización indiscriminada de todos los elementos del inmovilizado ' .	Y el criterio es claro : ' Las amortizaciones son un gasto elegible , siempre que puedan considerarse como gastos de funcionamiento o costes operativos que guarden relación con las acciones cofinanciadas .	Incluso se presenta como amortización compras de mobiliario del personal directivo y las obras del aparcamiento .
amortización|NOUN|f	5	13	1	1,1,1,1,1	Pero vamos a ver , no me parece importante el tema de la amortización a efectos de algo que tenga que ver con la protección de los inversores .	Yo lo que le digo en que en los últimos años no ha sido un tema que ha sido relevante , y puede tenerla .	P. ¿ Computaban las participaciones preferentes y obligaciones subordinadas como recursos propios de las entidades ?
amortización|NOUN|f	5	9	1	1,1,1,1,1	Si a esta suma se añade el que la amortización de la deuda externa alcanzará este año 822 millones de dólares , se concluye que para que el esquema económico actualmente en aplicación funcione se requiere una entrada de recursos externos de aproximadamente 1.500 millones de dólares .	Este déficit , que en 1977 alcanzó a 517 millones de dólares , en 1978 , según estimaciones basadas en proyecciones del Banco Central de Chile , llegaría a 650 millones de dólares .	El relator consigna que estos recursos , en lo fundamental , no van en beneficio de la gran mayoría de la población chilena .
amortización|NOUN|f	6	21	1	2,1,1,1,1	El consejero manifestó que el informe “ no ha tenido en cuenta determinados aspectos , como puede ser la inversión y amortización de las máquinas y la adecuación de lo que supondría la plantilla de facultativos para poder atender las necesidades que ahora están externalizadas ” .	Esa comparecencia aún no se ha producido , pero Llombart sí que se refirió al informe al poco de hacerse público .	Y apostilló que su departamento “ está analizando esos datos ” .
amortización|NOUN|f	6	25	1	1,no,1,1,1	Los cinco sindicatos con representación en el consistorio han convocado para el próximo lunes una “ macromanifestación ” contra los “ recortes , despidos , amortizaciones de plantilla y privatizaciones ” , que , según ellos , está llevando a cabo Zoido .	La solución del conflicto de Lipasam supone un alivio solo momentáneo para los responsables municipales sevillanos .	Según las centrales sindicales , el “ goteo ” de despidos en organismos como el Instituto Municipal de Deportes , la Empresa Municipal de Vivienda , Suelo y Equipamiento o la Gerencia de Urbanismo adelantan una posible “ privatización ” de servicios .
ampliación|NOUN|f	2	42	2	2,2,2,2,1	Al final del día , y por miedo a arrepentirse , compró una extraña serigrafía de John Byrne firmada en la que aparecía Lobezno con su primer uniforme atravesando con sus garras a un secuaz del Club Fuego Infernal ; era la ampliación de una viñeta polémica en su momento , habitual en el presente .	Ningún cómic de su lista , ningún robot , alguna nave tentadora que , al mirar alrededor y no ver dónde ponerla , ignoró .	Tampoco sabía dónde colocarla , pero estaba contento por la compra .
ampliación|NOUN|f	2	10	1	1,1,1,1,1	La preocupación , o la inquietud , provenía de la ampliación de mi perspectiva .	Más relajado , reconocí que en mi interior habitaban dos criaturas capaces de hacer de mí lo que se les antojara , el animal y el expedicionario .	Cuando uno es poseído por un solo monstruo , y pongamos en primer lugar al animal en términos cronológicos , es indoloro compartir con él cada célula y cada sensación ; a decir verdad ese fenómeno me dotaba de mayor fuerza y mayor convicción para no dudar de mi misión de exterminio de la raza humana .
ampliación|NOUN|f	2	8	2	2,2,2,2,2	Con una particularidad : se trataba de una ampliación de la foto que me hice en París por si el pasaporte que se me iba a proporcionar fuera el cubano , una foto que nunca llegó a ser usada .	De entrada , tampoco Antonio Creix , jefe de sección de la Brigada Político Social , estuvo especialmente amenazador : me contó con pelos y señales el desarrollo del congreso y me mostró fotos de casi todos los participantes , entre ellas , la mía .	Con todo , lo que de veras parecía interesarles era el contenido de mi intervención en las sesiones del congreso .
ampliación|NOUN|f	2	17	1	1,1,1,1,1	Mientras realizaba la visita , recordó que entre 1927 y 1931 la catedral fue reformada con la ampliación del santuario y la instalación del órgano .	Luego se dedicó a recorrer el interior entre una cantidad de turistas y feligreses que hacían sus oraciones con recogimiento .	Sus pasos eran vigilados en todo momento por una pareja compuesta por un hombre y una mujer que aparentaban ser unos despreocupados turistas que , como él , estaban interesados en visitar el interior de la catedral .
